,Issue_id_1,Issue_id_2,Resolution,Title_1,Title_2,same_comp,same_prio,same_tw
332,MAPREDUCE-5993,MAPREDUCE-6000,Duplicate,native-task: simplify/remove dead code,native-task: Simplify ByteBufferDataReader/Writer,1,0,1
333,MAPREDUCE-6016,MAPREDUCE-6017,Duplicate,hadoop yarn mapreduce skip failed records doesn't work,hadoop yarn mapreduce skip failed records doesn't work,1,1,1
334,MAPREDUCE-6061,MAPREDUCE-6087,Duplicate,Fix MR_CLIENT_TO_AM_IPC_MAX_RETRIES_ON_TIMEOUTS property in MRJobConfig,MRJobConfig#MR_CLIENT_TO_AM_IPC_MAX_RETRIES_ON_TIMEOUTS config name is wrong,1,0,1
335,MAPREDUCE-6078,MAPREDUCE-6106,Fixed,native-task: fix gtest build on macosx,hadoop-mapreduce-client-nativetask fails to compile on OS X,0,0,1
336,MAPREDUCE-6092,MAPREDUCE-6104,Duplicate,TestJobHistoryParsing#testPartialJob timeouts in some environments,TestJobHistoryParsing.testPartialJob fails in branch-2,0,0,1
337,MAPREDUCE-6094,MAPREDUCE-6098,Fixed,TestMRCJCFileInputFormat.testAddInputPath() fails on trunk,org.apache.hadoop.mapreduce.lib.input.TestMRCJCFileInputFormat intermittently failed in trunk,1,0,1
338,MAPREDUCE-6094,MAPREDUCE-6114,Fixed,TestMRCJCFileInputFormat.testAddInputPath() fails on trunk,TestMRCJCFileInputFormat#testAddInputPath fails in trunk,0,1,1
339,MAPREDUCE-6115,MAPREDUCE-6120,Fixed,TestPipeApplication#testSubmitter fails in trunk,TestPipeApplication fails on trunk,1,0,1
340,MAPREDUCE-6156,MAPREDUCE-6157,Fixed,Fetcher - connect() doesn't handle connection refused correctly ,Connect failed in shuffle (due to NM down) could break current retry logic to tolerant NM restart.,1,0,1
341,MAPREDUCE-6189,MAPREDUCE-6202,Duplicate,TestMRTimelineEventHandling fails in trunk,TestMRTimelineEventHandling fails on trunk,1,1,1
342,MAPREDUCE-6206,MAPREDUCE-6207,Fixed,TestAggregatedTransferRate fails on non-US systems,TestAggregatedTransferRate fails on non-US systems,1,1,1
343,MAPREDUCE-6225,MAPREDUCE-6226,Fixed,Fix new findbug warnings in hadoop-mapreduce-client-core,Findbugs warnings in mapreduce-client-core,1,1,1
344,MAPREDUCE-6225,MAPREDUCE-6236,Fixed,Fix new findbug warnings in hadoop-mapreduce-client-core,Fix findbugs warnings in hadoop-mapreduce-client-core,0,0,1
345,MAPREDUCE-6238,MAPREDUCE-6289,Fixed,MR2 can't run local jobs with -libjars command options which is a regression from MR1,libjars are assumed to be in the DistributedCache but are never added in pseudo distributed mode,0,0,1
346,MAPREDUCE-6288,MAPREDUCE-6886,Done,mapred job -status fails with AccessControlException ,Job History File Permissions configurable,1,0,1
347,MAPREDUCE-6300,MAPREDUCE-6301,Fixed,Task list sort by task id broken,Task UI; sort by name doesn't work,0,0,1
348,MAPREDUCE-6307,MAPREDUCE-6308,Fixed,Remove property mapreduce.tasktracker.taskmemorymanager.monitoringinterval,Remove mapreduce.tasktracker.taskmemorymanager.monitoringinterval from trunk,1,1,1
349,MAPREDUCE-6334,MAPREDUCE-6351,Fixed,Fetcher#copyMapOutput is leaking usedMemory upon IOException during InMemoryMapOutput shuffle handler,Reducer hung in copy phase.,0,0,1
350,MAPREDUCE-6339,MAPREDUCE-6348,Fixed,Job history file is not flushed correctly because isTimerActive flag is not set true when flushTimerTask is scheduled.,JobHistoryEventHandler could not flush every 30 secondes,0,0,1
351,MAPREDUCE-6346,MAPREDUCE-6459,Duplicate,mapred.nativetask.kvtest.KVTest crashes on PPC64LE,Native task crashes when merging spilled file on ppc64,1,1,1
352,MAPREDUCE-6371,MAPREDUCE-6382,Duplicate,HTML tag shown in Diagnostics field of JobHistoryPage,Don't escape HTML links in Diagnostics in JHS job overview,0,0,1
353,MAPREDUCE-6404,MAPREDUCE-6739,Fixed,Allow AM to specify a port range for starting its webapp,allow specifying range on the port that MR AM web server binds to,0,1,1
354,MAPREDUCE-6441,MAPREDUCE-6685,Unresolved,Improve temporary directory name generation in LocalDistributedCacheManager for concurrent processes,LocalDistributedCacheManager can have overlapping filenames,1,1,1
355,MAPREDUCE-6441,MAPREDUCE-6992,Unresolved,Improve temporary directory name generation in LocalDistributedCacheManager for concurrent processes,Race for temp dir in LocalDistributedCacheManager.java,1,1,1
356,MAPREDUCE-6466,MAPREDUCE-6666,Duplicate,NNBench map task should create files in separate folder,Support MultiThreads in a Map and Distribution of files in NNBench,1,1,1
357,MAPREDUCE-6472,MAPREDUCE-6576,Fixed,MapReduce AM should have java.io.tmpdir=./tmp to be consistent with tasks,AM java.io.tmpdir should be set to $PWD/tmp,0,1,1
358,YARN-4686,MAPREDUCE-6623,Fixed,MiniYARNCluster.start() returns before cluster is completely started,TestRMNMInfo and TestNetworkedJob fails in trunk,0,1,1
359,MAPREDUCE-6524,MAPREDUCE-6525,Duplicate,Fix intermittent test failure of TestMRJobsWithHistoryService.testJobHistoryData,Fix test failure of TestMiniMRClientCluster.testRestart,1,1,1
360,MAPREDUCE-6549,MAPREDUCE-6891,Fixed,multibyte delimiters with LineRecordReader cause duplicate records,TextInputFormat: duplicate records with custom delimiter,0,1,1
361,MAPREDUCE-6557,MAPREDUCE-6559,Fixed,Some tests in mapreduce-client-app are writing outside of target,TestMRAppMaster should use test.build.data for test directory,0,0,1
362,MAPREDUCE-6577,MAPREDUCE-6590,Fixed,MR AM unable to load native library without MR_AM_ADMIN_USER_ENV set,Update MRJobConfig.DEFAULT_MAPRED_ADMIN_USER_ENV value for loading correct navite lib when using ubertask feature,1,0,1
363,MAPREDUCE-6579,MAPREDUCE-6623,Fixed,JobStatus#getFailureInfo should not output diagnostic information when the job is running,TestRMNMInfo and TestNetworkedJob fails in trunk,0,0,1
364,MAPREDUCE-6591,MAPREDUCE-6593,Duplicate,TestJobHistoryEventHandler#testTimelineEventHandling failing in trunk,TestJobHistoryEventHandler.testTimelineEventHandling fails on trunk because of NPE,0,1,1
365,MAPREDUCE-6595,MAPREDUCE-6606,Fixed,Fix findbugs warnings in OutputCommitter and FileOutputCommitter,Findbug issue in org.apache.hadoop.mapred.OutputCommitter,1,1,1
366,MAPREDUCE-6638,MAPREDUCE-6669,Fixed,Do not attempt to recover progress from previous job attempts if spill encryption is enabled,Jobs with encrypted spills don't tolerate AM failures,0,0,1
367,MAPREDUCE-6648,MAPREDUCE-6949,Fixed,Add yarn.app.mapreduce.am.log.level to mapred-default.xml,yarn.app.mapreduce.am.log.level is not documented in mapred-default.xml,1,0,1
368,MAPREDUCE-6659,MAPREDUCE-6982,Unresolved,Mapreduce App master waits long to kill containers on lost nodes.,Containers on lost nodes are considered failed after a too long time.,1,0,1
369,MAPREDUCE-6704,MAPREDUCE-6783,Fixed,Update the documents to run MapReduce application,Default setting 'inheritParentEnv=false' caused mr executor failed to initialize,0,0,1
370,MAPREDUCE-6705,MAPREDUCE-6706,Duplicate,Task failing continuously on trunk,Update TaskUmbilicalProtocol to use ProtobufRPCEngine,1,0,1
371,MAPREDUCE-6724,MAPREDUCE-6805,Fixed,Single shuffle to memory must not exceed Integer#MAX_VALUE,Negative Array Exception while reducer fetch mapper output,1,0,1
372,MAPREDUCE-6815,MAPREDUCE-6898,Fixed,Fix flaky TestKill.testKillTask(),TestKill.testKillTask is flaky,0,1,1
373,MAPREDUCE-6829,MAPREDUCE-6922,Fixed,Add peak memory usage counter for each task,MapReduce jobs may fail during rolling upgrade due to MAPREDUCE-6829,0,0,1
374,MAPREDUCE-6918,MAPREDUCE-6919,Duplicate,ShuffleMetrics.ShuffleConnections Gauge Metric Climbs Infinitely,ShuffleMetrics.ShuffleConnections Gauge Metric Rises Infinitely,1,1,1
375,MAPREDUCE-6922,MAPREDUCE-6978,Duplicate,MapReduce jobs may fail during rolling upgrade due to MAPREDUCE-6829,MR task counters deserialized through RPC throws OutOfBoundsException if Counter enum class version not match,0,0,1
