,Issue_id_1,Issue_id_2,Resolution,Title_1,Title_2,same_comp,same_prio,same_tw
377,HDFS-5995,HDFS-6349,Duplicate,TestFSEditLogLoader#testValidateEditLogWithCorruptBody gets OutOfMemoryError and dumps heap.,Bound checks missing in FSEditLogOp.AclEditLogUtil,0,0,1
378,HDFS-5997,HDFS-6094,Duplicate,TestHASafeMode#testBlocksAddedWhileStandbyIsDown fails in trunk,The same block can be counted twice towards safe mode threshold,0,1,1
379,HDFS-6010,HDFS-6441,Duplicate,Make balancer able to balance data among specified servers,Add ability to exclude/include specific datanodes while balancing,1,0,1
380,HDFS-6040,HDFS-6048,Fixed,fix DFSClient issue without libhadoop.so and some other ShortCircuitShm cleanups,DFSClient fails if native library doesn't exist,0,1,1
381,HDFS-6052,HDFS-6059,Duplicate,TestBlockReaderLocal fails if native code is not loaded or platform is Windows.,TestBlockReaderLocal fails if native library is not available,0,1,1
382,HDFS-6058,HDFS-6063,Fixed,Fix TestHDFSCLI failures after HADOOP-8691 change,TestAclCLI fails intermittently when running test 24: copyFromLocal,0,0,1
383,HDFS-6069,HDFS-6734,Fixed,Quash stack traces when ACLs are disabled,Reduce number of AclException messages in NN log when ACLs are disabled,0,0,1
384,HDFS-6094,HDFS-6148,Fixed,The same block can be counted twice towards safe mode threshold,LeaseManager crashes while initiating block recovery,0,0,1
385,HDFS-6101,HDFS-7455,Fixed,TestReplaceDatanodeOnFailure fails occasionally,TestReplaceDatanodeOnFailure sometimes fails,0,0,1
386,HDFS-6103,HDFS-6215,Duplicate,FSImage file system image version check throw a (slightly) wrong parameter.,Wrong error message for upgrade,0,1,1
387,HDFS-6172,HDFS-6173,Duplicate,Fix the usage of OfflineImageViewer,Move the default processor from Ls to Web in OfflineImageViewer,1,0,1
388,HDFS-6191,HDFS-6248,Fixed,Disable quota checks when replaying edit log.,SNN crash during replay of FSEditLog of files inside directories having QuotaExceeded directories ,0,1,1
389,HDFS-6222,HDFS-6536,Fixed,Remove background token renewer from webhdfs,FileSystem.Cache.closeAll() throws authentication exception at the end of a webhdfs client,0,0,1
390,HDFS-6231,HDFS-6494,Fixed,DFSClient hangs infinitely if using hedged reads and all eligible datanodes die.,In some case; the  hedged read will lead to client  infinite wait.,1,1,1
391,HDFS-6250,HDFS-6342,Fixed,TestBalancerWithNodeGroup.testBalancerWithRackLocality fails,TestBalancerWithNodeGroup.testBalancerWithRackLocality may fail if balancer.id file is huge,1,1,1
392,HDFS-6250,HDFS-6380,Fixed,TestBalancerWithNodeGroup.testBalancerWithRackLocality fails,TestBalancerWithNodeGroup is failing in trunk,0,1,1
393,HDFS-6252,HDFS-7505,Fixed,Phase out the old web UI in HDFS,Old hdfs .jsp pages need to be removed due to a security risk,0,0,1
394,HDFS-6286,HDFS-6450,Duplicate,adding a timeout setting for local read io,Support non-positional hedged reads in HDFS,0,1,1
395,HDFS-6296,HDFS-6297,Duplicate,Add new CLI cases to reflect new features of dfs and dfsadmin,Add CLI testcases to reflect new features of dfs and dfsadmin,0,1,1
396,HDFS-6312,HDFS-6510,Fixed,WebHdfs HA failover is broken on secure clusters,WebHdfs clients clears the delegation token on retry (for HA); thus failing retry requests,0,0,1
397,HDFS-6350,HDFS-6351,Duplicate,"command ""hdfs dfs -rm -r"" can't remove empty directory ","Command ""hdfs dfs -rm -r"" can't remove empty directory",1,1,1
398,HDFS-6364,HDFS-8992,Fixed,Incorrect check for unknown datanode in Balancer,Balancer throws NPE,1,1,1
399,HDFS-6395,HDFS-6398,Fixed,Skip checking xattr limits for non-user-visible namespaces,Should have different size limits for different XAttr namespaces (user; trusted; security and system).,1,1,1
400,HDFS-6407,HDFS-7636,Fixed,Add sorting and pagination in the datanode tab of the NN Web UI,Support sorting by columns in the Datanode Information tables of the NameNode web UI.,1,0,1
401,HDFS-6411,HDFS-6445,Fixed,nfs-hdfs-gateway mount raises I/O error and hangs when a unauthorized user attempts to access it,NFS: Add a log message 'Permission denied' while writing data from read only mountpoint,1,1,1
402,HDFS-6411,HDFS-6446,Fixed,nfs-hdfs-gateway mount raises I/O error and hangs when a unauthorized user attempts to access it,NFS: Different error messages for appending/writing data from read only mount,1,1,1
403,HDFS-6411,HDFS-6458,Fixed,nfs-hdfs-gateway mount raises I/O error and hangs when a unauthorized user attempts to access it,NFS: stale NFS file handle Error for previous mount point,1,1,1
404,HDFS-6419,HDFS-6427,Fixed,TestBookKeeperHACheckpoints#TestSBNCheckpoints fails on trunk,TestStandbyCheckpoints#testSBNCheckpoints throwing NPE when running TestBookKeeperHACheckpoints,0,1,1
405,HDFS-6419,HDFS-6437,Fixed,TestBookKeeperHACheckpoints#TestSBNCheckpoints fails on trunk,TestBookKeeperHACheckpoints#TestStandbyCheckpoints fails in trunk,1,0,1
406,HDFS-6424,HDFS-6602,Fixed,blockReport doesn't need to invalidate blocks on SBN,PendingDeletionBlocks on SBN keeps increasing,1,0,1
407,HDFS-6425,HDFS-7421,Fixed,Large postponedMisreplicatedBlocks has impact on blockReport latency,Move processing of postponed over-replicated blocks to a background task,0,1,1
408,HDFS-6506,HDFS-6586,Fixed,Newly moved block replica been invalidated and deleted in TestBalancer,TestBalancer#testExitZeroOnSuccess sometimes fails in trunk,0,0,1
409,HDFS-6506,HDFS-6852,Fixed,Newly moved block replica been invalidated and deleted in TestBalancer,TestBalancerWithEncryptedTransfer sometimes fails in trunk,0,0,1
410,HDFS-6517,HDFS-6792,Fixed,Remove hadoop-metrics2.properties from hdfs project,hadoop-metrics2.properties exists in hdfs subproject,1,1,1
411,HDFS-6534,HDFS-7136,Fixed,Fix build on macosx: HDFS parts,libhdfs fails compile step on OS X,1,0,1
412,HDFS-6542,HDFS-10237,Duplicate,WebHDFSFileSystem doesn't transmit desired checksum type,Support specifying checksum type in WebHDFS/HTTPFS writers,1,1,1
413,HDFS-6571,HDFS-7373,Duplicate,NameNode should delete intermediate fsimage.ckpt when checkpoint fails,Clean up temporary files after fsimage transfer failures,1,1,1
414,HDFS-6585,HDFS-7508,Duplicate,INodesInPath.resolve is called multiple times in FSNamesystem.setPermission,Clean up path resolving in FSNamesystem/FSDirectory,1,1,1
415,HDFS-6633,HDFS-7099,Unresolved,Support reading new data in a being written file until the file is closed,Support polling for more data from a write-in-progress file using same DFSInputStream,0,1,1
416,HDFS-6651,HDFS-9194,Fixed,Deletion failure can leak inodes permanently,AlreadyBeingCreatedException ... because pendingCreates is non-null but no leases found.,0,0,1
417,HDFS-6683,HDFS-6693,Duplicate,"TestDFSAdminWithHA.testSaveNamespace failed with ""Timed out waiting for Mini HDFS Cluster to start""",TestDFSAdminWithHA fails on windows,0,1,1
418,HDFS-6711,HDFS-7218,Duplicate,FSNamesystem#getAclStatus does not write to the audit log.,FSNamesystem ACL operations should write to audit log on failure,1,1,1
419,HDFS-6717,HDFS-6732,Fixed,Jira HDFS-5804 breaks default nfs-gateway behavior for unsecured config,Fix inconsistent description in NFS user guide doc for proxy user,0,0,1
420,HDFS-6729,HDFS-7877,Duplicate,Support maintenance mode for DN,Support maintenance state for datanodes,0,1,1
421,HDFS-6741,HDFS-7292,Fixed,Improve permission denied message when FSPermissionChecker#checkOwner fails,Improve error messages for checkOwner permission related failures,0,1,1
422,HDFS-6750,HDFS-7900,Fixed,The DataNode should use its shared memory segment to mark short-circuit replicas that have been unlinked as stale,ShortCircuitCache.replicaInfoMap keeps too many deleted file descriptor  ,0,0,1
423,HDFS-6759,HDFS-7303,Duplicate,Namenode Web UI only display 1 datanode when multiple datanodes exist on same hostname under different ports,NN UI fails to distinguish datanodes on the same host,0,0,1
424,HDFS-6763,HDFS-9143,Fixed,Initialize file system-wide quota once on transitioning to active,updateCountForQuota method during EditlogTailer loadEdit can make SNN timeout very often ,0,0,1
425,HDFS-6768,HDFS-6769,Fixed,Fix a few unit tests that use hard-coded port numbers,TestRefreshCallQueue and TestGenericRefresh should use ephemeral ports,1,1,1
426,HDFS-6804,HDFS-11160,Fixed,"Add test for race condition between transferring block and appending block causes ""Unexpected checksum mismatch exception"" ",VolumeScanner reports write-in-progress replicas as corrupt incorrectly,1,1,1
427,HDFS-6805,HDFS-6830,Duplicate,NPE is thrown at Namenode ; for every block report sent from DN,BlockInfo.addStorage fails when DN changes the storage for a block replica,0,1,1
428,HDFS-6811,HDFS-6814,Duplicate,Fix bad default value for dfs.namenode.list.encryption.zones.num.responses,Mistakenly dfs.namenode.list.encryption.zones.num.responses configured as boolean,0,1,1
429,HDFS-6819,HDFS-10272,Unresolved,make HDFS fault injection framework working with maven,Hadoop Fault Injection framework seems broken,1,0,1
430,HDFS-6830,HDFS-9334,Fixed,BlockInfo.addStorage fails when DN changes the storage for a block replica,NameNode crash caused by ArrayIndexOutOfBoundsException,1,1,1
431,HDFS-6844,HDFS-6847,Duplicate,Archival Storage: Extend HdfsFileStatus to get storage policy,Archival Storage: Support storage policy on directories,1,1,1
432,HDFS-6854,HDFS-6928,Duplicate,Enhance CLI to support memory storage.,'hdfs put' command should accept lazyPersist flag for testing,0,1,1
433,HDFS-6857,HDFS-6959,Duplicate,Configuration key fs.homeDir is not taken into consideration when returning a user's home directory,Make the HDFS home directory location customizable.,1,0,1
434,HDFS-6881,HDFS-7189,Duplicate,The DFSClient should use the sampler to determine whether to initiate trace spans when making RPCv9 calls to the NN and DN,Add trace spans for DFSClient metadata operations,0,1,1
435,HDFS-6901,HDFS-6938,Duplicate,Remove unnecessary CryptoCodec and KeyProvider.Options definition in FSNamesystem,Cleanup javac warnings in FSNamesystem,1,0,1
436,HDFS-6905,HDFS-6907,Fixed,fs-encryption merge triggered release audit failures,Source files missing license headers,1,0,1
437,HDFS-6905,HDFS-6913,Fixed,fs-encryption merge triggered release audit failures,Some source files miss Apache license header,1,0,1
438,HDFS-6908,HDFS-9052,Fixed,incorrect snapshot directory diff generated by snapshot deletion,deleteSnapshot runs into AssertionError,0,0,1
439,HDFS-6919,HDFS-7141,Unresolved,Enforce a single limit for RAM disk usage and replicas cached via locking,Integrate HDFS-6581 memory usage with HDFS-4949,0,0,1
440,HDFS-6921,HDFS-6936,Fixed,Add LazyPersist flag to FileStatus,The HttpFSFileSystem should also return the isLazyPersist flag in the FileStatus,0,1,1
441,HDFS-6930,HDFS-6991,Fixed,Improve replica eviction from RAM disk,Notify NN of evicted block before deleting it from RAM disk,0,1,1
442,HDFS-6955,HDFS-9481,Fixed,DN should reserve disk space for a full block when creating tmp files, Expose reservedForReplicas as a metric,0,1,1
443,HDFS-6957,HDFS-7135,Duplicate,Allow DFSClient to manually specify that a request should be traced,Add trace command to FsShell,0,1,1
444,HDFS-6964,HDFS-11960,Duplicate,NN fails to fix under replication leading to data loss,Successfully closed files can stay under-replicated.,0,0,1
445,HDFS-6971,HDFS-11210,Duplicate,Bounded staleness of EDEK caches on the NN,Enhance key rolling to guarantee new KeyVersion is returned from generateEncryptedKeys after a key is rolled,0,1,1
446,HDFS-6982,HDFS-9692,Fixed,nntop: top  -like tool for name node users,Report Top Namenode rpc consumers through JMX,1,1,1
447,HDFS-6988,HDFS-6991,Fixed,Improve HDFS-6581 eviction configuration,Notify NN of evicted block before deleting it from RAM disk,0,1,1
448,HDFS-7012,HDFS-7013,Fixed,Add hdfs native client RPC functionality,Implement RPC framework version 9 for libhdfs3,1,1,1
449,HDFS-7012,HDFS-7024,Fixed,Add hdfs native client RPC functionality,Use protobuf files in Hadoop source tree instead of the copy in libhdfs3,1,1,1
450,HDFS-7015,HDFS-7207,Duplicate,Implement C++ interface for file system for libhdfs3,Consider adding a C++ API for libhdfs; libhdfs3; and libwebhdfs,0,1,1
451,HDFS-7050,HDFS-7303,Duplicate,Implementation of NameNodeMXBean.getLiveNodes() skips DataNodes started on the same host,NN UI fails to distinguish datanodes on the same host,0,1,1
452,HDFS-7056,HDFS-7809,Fixed,Snapshot support for truncate,Block and lease recovery failure caused by snapshot issue,0,0,1
453,HDFS-7076,HDFS-8244,Unresolved,Allow users to define custom storage policies,HDFS Custom Storage Tier Policies,0,0,1
454,HDFS-7083,HDFS-7527,Duplicate,TestDecommission#testIncludeByRegistrationName sometimes fails,TestDecommission.testIncludeByRegistrationName fails occassionally in trunk,0,0,1
455,HDFS-7089,HDFS-7143,Duplicate,Fix findbugs warnings in the HDFS-6581 branch,Fix findbugs warnings in HDFS-6581 branch,1,1,1
456,HDFS-7097,HDFS-10214,Fixed,Allow block reports to be processed during checkpointing on standby name node,Checkpoint Can not be done by StandbyNameNode.Because checkpoint may cause DataNode blockReport.blockReceivedAndDeleted.heartbeat rpc timeout when the object num > 100000000.,0,0,1
457,HDFS-7098,HDFS-7099,Duplicate,Support polling for more data from a write-in-progress file using same DFSInputStream,Support polling for more data from a write-in-progress file using same DFSInputStream,1,1,1
458,HDFS-7125,HDFS-7419,Duplicate,Report failures during adding or removing volumes,Improve error messages for DataNode hot swap drive feature,1,1,1
459,HDFS-7137,HDFS-7667,Duplicate,HDFS Federation  -- Adding a new Namenode to an existing HDFS cluster Document Has an Error ,Various typos and improvements to HDFS Federation doc,1,1,1
460,HDFS-7161,HDFS-7579,Duplicate,Hashcode is logging while logging block report message,Improve log reporting during block report rpc failure,0,1,1
461,HDFS-7177,HDFS-7384,Duplicate,Add an option to include minimal ACL in getAclStatus return,'getfacl' command and 'getAclStatus' output should be in sync,0,0,1
462,HDFS-7191,HDFS-7279,Duplicate,WebHDFS prematurely closes connections under high concurrent loads,Use netty to implement DatanodeWebHdfsMethods,0,0,1
463,HDFS-7207,HDFS-7229,Unresolved,Consider adding a C++ API for libhdfs; libhdfs3; and libwebhdfs,Revisit the public API of the libraries,0,0,1
464,HDFS-7208,HDFS-7453,Fixed,NN doesn't schedule replication when a DN storage fails,Namenode does not recognize block is missing on a datanode,1,0,1
465,HDFS-7214,HDFS-7257,Unresolved,Display the time when NN became active on the webUI,Add the time of last HA state transition to NN's /jmx page,0,0,1
466,HDFS-7290,HDFS-7785,Duplicate,Add HTTP response code to the HttpPutFailedException message,Improve diagnostics information for HttpPutFailedException,1,0,1
467,HDFS-7325,HDFS-7358,Duplicate,Prevent thundering herd problem in ByteArrayManager by using notify not notifyAll,Clients may get stuck waiting when using ByteArrayManager,0,1,1
468,HDFS-7330,HDFS-7696,Duplicate,Unclosed RandomAccessFile warnings in FSDatasetIml.,FsDatasetImpl.getTmpInputStreams(..) may leak file descriptors,1,0,1
469,HDFS-7332,HDFS-7430,Duplicate,Fix TestMultipleNNDataBlockScanner failures in jenkin slaves.,Rewrite the BlockScanner to use O(1) memory and use multiple threads,0,1,1
470,HDFS-7361,HDFS-7370,Fixed,TestCheckpoint#testStorageAlreadyLockedErrorMessage fails after change of log message related to locking violation.,TestCheckpoint failed in trunk due to mismatching message,0,0,1
471,HDFS-7369,HDFS-7689,Fixed,Erasure coding: distribute recovery work for striped blocks to DataNode,Add periodic checker to find the corrupted EC blocks/files,1,1,1
472,HDFS-7393,HDFS-7395,Duplicate,TestDFSUpgradeFromImage#testUpgradeFromCorruptRel22Image fails in trunk,BlockIdManager#clear() bails out when resetting the GenerationStampV1Limit,0,1,1
473,HDFS-7398,HDFS-9293,Fixed,Reset cached thread-local FSEditLogOp's on every FSEditLog#logEdit,FSEditLog's  'OpInstanceCache' instance of threadLocal cache exists dirty 'rpcId';which may cause standby NN too busy  to communicate ,1,1,1
474,HDFS-7405,HDFS-7406,Duplicate,TestDatanodeBlockScanner#testDuplicateScans hangs,"SimpleHttpProxyHandler puts incorrect ""Connection: Close"" header",1,1,1
475,HDFS-7411,HDFS-7442,Fixed,Refactor and improve decommissioning logic into DecommissionManager,Optimization for decommission-in-progress check,0,1,1
476,HDFS-7414,HDFS-7707,Duplicate,Namenode got shutdown and can't recover where edit update might be missed,Edit log corruption due to delayed block removal again,0,0,1
477,HDFS-7430,HDFS-7532,Fixed,Rewrite the BlockScanner to use O(1) memory and use multiple threads,dncp_block_verification.log.prev too large,1,0,1
478,HDFS-7430,HDFS-8028,Fixed,Rewrite the BlockScanner to use O(1) memory and use multiple threads,TestNNHandlesBlockReportPerStorage/TestNNHandlesCombinedBlockReport Failed after patched HDFS-7704,0,0,1
479,HDFS-7471,HDFS-7525,Cannot Reproduce,TestDatanodeManager#testNumVersionsReportedCorrect occasionally fails,TestDatanodeManager.testNumVersionsReportedCorrect fails occassionally in trunk,0,1,1
480,HDFS-7492,HDFS-7531,Duplicate,If multiple threads call FsVolumeList#checkDirs at the same time; we should only do checkDirs once and give the results to all waiting threads,Improve the concurrent access on FsVolumeList,1,0,1
481,HDFS-7493,HDFS-7538,Duplicate,removedDst should be checked against null in finally block of FSDirRenameOp#unprotectedRenameTo(),removedDst should be checked against null in the finally block of FSDirRenameOp#unprotectedRenameTo(),1,1,1
482,HDFS-7499,HDFS-9568,Unresolved,Add NFSv4 + Kerberos / client authentication support,Support NFSv4 interface to HDFS,0,1,1
483,HDFS-7501,HDFS-11276,Fixed,TransactionsSinceLastCheckpoint can be negative on SBNs,"The ""TransactionsSinceLastCheckpoint"" metrics is wrong in Standby NameNode",1,0,1
484,HDFS-7503,HDFS-7815,Fixed,Namenode restart after large deletions can cause slow processReport (due to logging),Loop on 'blocks does not belong to any file',0,1,1
485,HDFS-7510,HDFS-7515,Fixed,Format string should use %n rather than \n in hadoop-hdfs,Fix new findbugs warnings in hadoop-hdfs,1,1,1
486,HDFS-7511,HDFS-7515,Fixed,Fix Boxing/unboxing to parse a primitive in hadoop-hdfs,Fix new findbugs warnings in hadoop-hdfs,1,1,1
487,HDFS-7512,HDFS-7515,Duplicate,Fix byte to string encoding issues in hadoop-hdfs,Fix new findbugs warnings in hadoop-hdfs,1,1,1
488,HDFS-7522,HDFS-7527,Duplicate,TestDecommission#testIncludeByRegistrationName sometimes timeout,TestDecommission.testIncludeByRegistrationName fails occassionally in trunk,0,0,1
489,HDFS-7547,HDFS-7552,Duplicate,Fix TestDataNodeVolumeFailureToleration#testValidVolumesAtStartup,change FsVolumeList toString() to fix TestDataNodeVolumeFailureToleration ,0,1,1
490,HDFS-7551,HDFS-7583,Duplicate,Fix the new findbugs warning from TransferFsImage,Fix findbug in TransferFsImage.java,1,1,1
491,HDFS-7609,HDFS-10246,Fixed,Avoid retry cache collision when Standby NameNode loading edits,Standby NameNode  dfshealth.jsp   Response very slow ,1,0,1
492,HDFS-7614,HDFS-7749,Duplicate,Implement COMPLETE state of erasure coding block groups,Erasure Coding: Add striped block support in INodeFile,1,1,1
493,HDFS-7620,HDFS-7826,Duplicate,Change disk quota calculation for EC files,Erasure Coding: Update INodeFile quota computation for striped blocks,0,1,1
494,HDFS-7624,HDFS-7630,Duplicate,TestFileAppendRestart hardcode block size without considering native OS,TestConnCache hardcode block size without considering native OS,1,1,1
495,HDFS-7625,HDFS-7630,Duplicate,TestPersistBlocks hardcode block size without considering native OS,TestConnCache hardcode block size without considering native OS,1,1,1
496,HDFS-7626,HDFS-7630,Duplicate,TestPipelinesFailover hardcode block size without considering native OS,TestConnCache hardcode block size without considering native OS,1,1,1
497,HDFS-7627,HDFS-7630,Duplicate,TestCacheDirectives hardcode block size without considering native OS,TestConnCache hardcode block size without considering native OS,1,1,1
498,HDFS-7628,HDFS-7630,Duplicate,TestNameEditsConfigs hardcode block size without considering native OS,TestConnCache hardcode block size without considering native OS,1,1,1
499,HDFS-7629,HDFS-7630,Duplicate,TestDisableConnCache hardcode block size without considering native OS,TestConnCache hardcode block size without considering native OS,1,1,1
500,HDFS-7648,HDFS-9955,Unresolved,Verify that HDFS blocks are in the correct datanode directories,DataNode won't self-heal after some block dirs were manually misplaced,1,1,1
501,HDFS-7654,HDFS-7676,Duplicate,TestFileTruncate#testTruncateEditLogLoad fails intermittently,Fix TestFileTruncate to avoid bug of HDFS-7611,0,1,1
502,HDFS-7655,HDFS-9066,Fixed,Expose truncate API for Web HDFS,expose truncate via webhdfs,0,1,1
503,HDFS-7661,HDFS-7691,Unresolved,[umbrella] support hflush and hsync for erasure coded files,Handle hflush and hsync in the best optimal way possible during online Erasure encoding,0,1,1
504,HDFS-7661,HDFS-8398,Unresolved,[umbrella] support hflush and hsync for erasure coded files,Erasure Coding: Correctly calculate last striped block length in DFSStripedInputStream if it's under construction.,0,1,1
505,HDFS-7663,HDFS-7783,Unresolved,Erasure Coding: Append on striped file,Support appending to a striping layout file,1,1,1
506,HDFS-7663,HDFS-11236,Unresolved,Erasure Coding: Append on striped file,Erasure Coding cann't support appendToFile,1,1,1
507,HDFS-7672,HDFS-8172,Fixed,Erasure Coding: consolidate streamer coordination logic and handle failure when writing striped blocks,Failure handling: DFSStripedOutputStream continues writing with enough remaining datanodes,1,1,1
508,HDFS-7680,HDFS-8924,Unresolved,Support dataset-specific choice of short circuit implementation,Add pluggable interface for reading replicas in DFSClient,0,1,1
509,HDFS-7717,HDFS-11075,Unresolved,Erasure Coding: distribute replication to EC conversion work to DataNode,Provide a tool to help covert existing file of default 3x replication to EC striped layout,1,1,1
510,HDFS-7725,HDFS-9287,Fixed,"Incorrect ""nodes in service"" metrics caused all writes to fail",Block placement completely fails if too many nodes are decommissioning,0,0,1
511,HDFS-7729,HDFS-7889,Duplicate,Add logic to DFSOutputStream to support writing a file in striping layout ,Subclass DFSOutputStream to support writing striping layout files,1,1,1
512,HDFS-7729,HDFS-7793,Duplicate,Add logic to DFSOutputStream to support writing a file in striping layout ,Refactor DFSOutputStream separating DataStreamer out,0,1,1
513,HDFS-7729,HDFS-7888,Duplicate,Add logic to DFSOutputStream to support writing a file in striping layout ,Change DataStreamer/DFSOutputStream/DFSPacket for convenience of subclassing,0,0,1
514,HDFS-7753,HDFS-7754,Fixed,Fix Multithreaded correctness Warnings in BackupImage.java,Fix findbugs warning produced by HDFS-7710,1,1,1
515,HDFS-7770,HDFS-8279,Fixed,Need document for storage type label of data node storage locations under dfs.datanode.data.dir,Document how to specify storage types,1,0,1
516,HDFS-7866,HDFS-8109,Fixed,Erasure coding: NameNode manages multiple erasure coding policies,ECManager should be able to manage multiple ECSchemas,1,1,1
517,HDFS-7871,HDFS-8715,Fixed,"NameNodeEditLogRoller can keep printing ""Swallowing exception"" message",Checkpoint node keeps throwing exception,0,0,1
518,HDFS-7890,HDFS-8007,Fixed,Improve information on Top users for metrics in RollingWindowsManager and lower log level,Lower RollingWindowManager log to debug,0,0,1
519,HDFS-7891,HDFS-7892,Fixed,A block placement policy with best rack failure tolerance,a block placement policy with best fault tolerance,0,0,1
520,HDFS-7925,HDFS-7926,Duplicate,truncate RPC should not be considered as idempotent,NameNode implementation of ClientProtocol.truncate(..) is not idempotent,1,1,1
521,HDFS-7955,HDFS-8329,Fixed,Improve naming of classes; methods; and variables related to block replication and recovery,Erasure coding: Rename Striped block recovery to reconstruction to eliminate confusion.,0,1,1
522,HDFS-7963,HDFS-7965,Fixed,Fix expected tracing spans in TestTracing along with HDFS-7054,TestTracing#testWriteTraceHooks is flaky,1,0,1
523,HDFS-7982,HDFS-8072,Duplicate,huge non dfs space used,Reserved RBW space is not released if client terminates while writing block,1,1,1
524,HDFS-8010,HDFS-8461,Duplicate,Erasure coding: extend UnderReplicatedBlocks to accurately handle striped blocks,Erasure coding: fix priority level of UnderReplicatedBlocks for striped block,1,1,1
525,HDFS-8014,HDFS-9719,Duplicate,Erasure Coding: local and remote block reader for coding work in DataNode,Refactoring ErasureCodingWorker into smaller reusable constructs,1,1,1
526,HDFS-8015,HDFS-9719,Duplicate,Erasure Coding: local and remote block writer for coding work in DataNode,Refactoring ErasureCodingWorker into smaller reusable constructs,1,1,1
527,HDFS-8053,HDFS-8739,Fixed,Move DFSIn/OutputStream and related classes to hadoop-hdfs-client,Move DFSClient to hadoop-hdfs-client,1,1,1
528,HDFS-8053,HDFS-8054,Fixed,Move DFSIn/OutputStream and related classes to hadoop-hdfs-client,Move DFSInputStream and related classes to hadoop-hdfs-client,1,1,1
529,HDFS-8055,HDFS-8396,Fixed,NullPointerException when topology script is missing.,NPE exception can be thrown in DatanodeManager#sortLocatedBlocks,0,1,1
530,HDFS-8059,HDFS-8833,Duplicate,Erasure coding: revisit how to store EC schema and cellSize in NameNode,Erasure coding: store EC schema and cell size in INodeFile and eliminate notion of EC zones,0,1,1
531,HDFS-8061,HDFS-9835,Duplicate,Create an Offline FSImage Viewer tool,OIV: add ReverseXML processor which reconstructs an fsimage from an XML file,0,1,1
532,HDFS-8062,HDFS-8882,Duplicate,Remove hard-coded values in favor of EC schema,Erasure Coding: Use datablocks; parityblocks and cell size from ErasureCodingPolicy,1,1,1
533,HDFS-8072,HDFS-8547,Fixed,Reserved RBW space is not released if client terminates while writing block,The space reservation for RBW block is leaking,0,0,1
534,HDFS-8077,HDFS-8098,Fixed,Erasure coding: fix bug in EC zone and symlinks,Erasure coding: fix bug in TestFSImage,1,1,1
535,HDFS-8093,HDFS-9365,Duplicate,blk does not exist or is not under Constructionnull,Balancer does not work with the HDFS-6376 HA setup,1,1,1
536,HDFS-8094,HDFS-8976,Duplicate,Cluster web console (dfsclusterhealth.jsp) is not working,Create HTML5 cluster webconsole for federated cluster,0,1,1
537,HDFS-8120,HDFS-8124,Fixed,Erasure coding: created util class to analyze striped block groups,DFSStripedInputStream fails to read data after one stripe,1,1,1
538,HDFS-8120,HDFS-8121,Fixed,Erasure coding: created util class to analyze striped block groups,BlockManager treates good blocks in a block group as corrput,1,1,1
539,HDFS-8140,HDFS-11467,Duplicate,ECSchema supports for offline EditsVisitor over an OEV XML file,Support ErasureCoding section in OIV XML/ReverseXML,0,0,1
540,HDFS-8161,HDFS-8221,Unresolved,Both Namenodes are in standby State,HDFS have two Standby NNs because ActiveStandbyElectorLock ephemeralOwner in ZK is different with the sessionId stored in ZKFC,1,1,1
541,HDFS-8184,HDFS-8205,Duplicate,Illegal Option is displayed while executing clrSpaceQuota with -storageType option,CommandFormat#parse() should not parse option as value of option,0,0,1
542,HDFS-8220,HDFS-8365,Fixed,Erasure Coding: StripedDataStreamer fails to handle the blocklocations which doesn't satisfy BlockGroupSize,Erasure Coding: Badly treated when short of Datanode in StripedDataStreamer,1,1,1
543,HDFS-8220,HDFS-8699,Fixed,Erasure Coding: StripedDataStreamer fails to handle the blocklocations which doesn't satisfy BlockGroupSize,DFSClient hang up when there are not sufficient DataNodes in EC cluster.,1,1,1
544,HDFS-8220,HDFS-8839,Fixed,Erasure Coding: StripedDataStreamer fails to handle the blocklocations which doesn't satisfy BlockGroupSize,Erasure Coding: client occasionally gets less block locations when some datanodes fail ,1,1,1
545,HDFS-8228,HDFS-8239,Fixed,Erasure Coding: SequentialBlockGroupIdGenerator#nextValue may cause block id conflicts,Erasure coding: [bug] should always allocate unique striped block group IDs,1,1,1
546,HDFS-8247,HDFS-8252,Fixed,TestDiskspaceQuotaUpdate#testAppendOverTypeQuota is failing,Fix test case failure in org.apache.hadoop.hdfs.server.namenode.TestDiskspaceQuotaUpdate.testAppendOverTypeQuota,1,1,1
547,HDFS-8269,HDFS-9477,Fixed,getBlockLocations() does not resolve the .reserved path and generates incorrect edit logs when updating the atime,namenode starts failed:FSEditLogLoader: Encountered exception on operation TimesOp,0,0,1
548,HDFS-8287,HDFS-8528,Unresolved,DFSStripedOutputStream.writeChunk should not wait for writing parity ,Erasure Coding: optimize client writing by making the writing of data and parity  concurrently,0,1,1
549,HDFS-8294,HDFS-8360,Fixed,Erasure Coding: Fix Findbug warnings present in erasure coding,Fix FindBugs issues introduced by erasure coding,1,1,1
550,HDFS-8306,HDFS-9835,Duplicate,Outputs Xattr in OIV XML format,OIV: add ReverseXML processor which reconstructs an fsimage from an XML file,0,0,1
551,HDFS-8309,HDFS-8599,Fixed,Skip unit test using DataNodeTestUtils#injectDataDirFailure() on Windows,Skip tests that call DataNodeTestUtils.injectDataDirFailure on Windows,0,0,1
